index,TagName
0,agco
1,agros
2,amazone
3,aqualis
4,bayer
5,dji
6,duport
7,euralis
8,farmet
9,fendt
10,fmc
11,fmc
12,сельскоехозяйство
13,gaspardo
14,gps
15,guttler
16,hege
17,horsch
18,iffa
19,it-технологии
20,johndeere
21,kuhn
22,kverneland
23,kws
24,lidea
25,liquiliser
26,massey ferguson
27,mtr8
28,ndvi
29,ndwi
30,niklas
31,no-till
32,pgf2α
33,proagrotalk
34,proкачай сою
35,roc
36,savi
37,sumiagro
38,syngenta
39,unifer
40,upl
41,yugagro
42,«пищевые технологии»
43,«черная» каучуковая сосковая резина
44,абердин-ангусская
45,аборт
46,абрикос
47,абсолютный прирост
48,авасси
49,августа
50,авеста
51,авиация
52,авитаминоз
53,автоматизация
54,автоуправление
55,агалактия
56,аграрный вопрос
57,агрессивный скот
58,агро
59,агробот
60,агродрон
61,агроинженер
62,агролига россии
63,агромашина
64,агрометеостанция
65,агроновости
66,агрономия
67,агропедия
68,агросигнал
69,агротехника
70,агрохимический анализ почв
71,агрохимия
72,агроэкологический мониторинг
73,адама
74,адаптация
75,адель
76,азоксистробин
77,азот
78,азотное питание
79,азотные удобрения
80,азотныеудобрения
81,азотфиксация
82,азофоска
83,айва
84,айрширская
85,акапелла
86,акарицид
87,акарициды
88,акклиматизация
89,аксиал
90,аксинья
91,актиномикоз
92,акушерство
93,алая заря
94,алексеич
95,аллерген
96,аллергическая реакция
97,аллергия
98,аллюр
99,алмаз
100,алтайская 75
101,алтайская порода овец
102,альбина
103,альбумины
104,альмера
105,альпийская
106,альпийская порода
107,альтернариоз
108,альтернариоз картофеля
109,альтернатива
110,альфа-циперметрин
111,альфаплан
112,амброзия
113,американская рысистая
114,американская стандартбредная
115,американский рысак
116,амидный азот
117,аминогликозиды
118,аминокислоты
119,аммиак
120,аммиачная вода
121,аммиачная селитра
122,аммонийный азот
123,аммофос
124,анализ
125,анализ
126,анальное отверстие
127,анастасия
128,анатоксин
129,анатомия
130,анатомия животных
131,анафилаксия
132,английская верховая
133,ангорская
134,анемия
135,анестезия
136,анион
137,анион катионный баланс
138,анка
139,анкерные сошники
140,антибиотики
141,антигены
142,антидот
143,антонивка
144,антонина
145,антропозооноз
146,апробация
147,арабская
148,ариадна
149,армада
150,арсенал
151,артерия
152,артрит
153,асканийская
154,аскет
155,аскохитоз
156,ассаф
157,астарта
158,асти групп
159,астровые
160,атрофический ринит
161,ауксин
162,ахалтекинская
163,ахмат
164,ацетамиприд
165,ацетон
166,ацетонемия
167,ацидоз
168,аэлита
169,багира
170,баграт
171,база знаний
172,базальт
173,базис
174,баир
175,байер
176,баковая смесь
177,бактерии
178,бактериоз
179,баранина
180,барда
181,барзона
182,баритон
183,барс
184,барыбинский тип
185,батько
186,башкирская 10
187,бвмд
188,безбоксовое
189,безводный аммиак
190,безенчукская 380
191,безостая 1
192,безостая 100
193,беккари яма
194,беконная порода свиней
195,белая гниль
196,белгородская 16
197,белково-витаминно-минеральная добавка
198,белок
199,бельгийская голубая
200,бельгийская тяжеловозная
201,бельмондо
202,бензимидазолы
203,беременность
204,беспривязный
205,бессемянность
206,бессоновский тип
207,бестужевская
208,бешенство
209,бинарные посевы
210,биогумус
211,биотермическая яма
212,биофунгицид
213,биркование
214,бирюза
215,бис
216,биурет
217,бобовые
218,богданка
219,богородский тип
220,бодрый
221,бодяк
222,бодяк полевой
223,боевчанка
224,бокс
225,боксы для телят
226,болезни
227,болезни жвачных
228,болезни зерновых
229,болезни картофеля
230,болезни коз
231,болезни колоса
232,болезни конечностей
233,болезни копыт
234,болезни копытец
235,болезни коров
236,болезни крови
237,болезни лошадей
238,болезни молодняка
239,болезни молочной железы
240,болезни мочеполовой системы самок
241,болезни мрс
242,болезни новотельного периода
243,болезни обмена веществ
244,болезни овец
245,болезни органов пищеварения
246,болезни печени
247,болезни подсолнечника
248,болезни покровов тела
249,болезни пшеницы
250,болезни растений
251,болезни свиней
252,болезни телят
253,болезни ягнят
254,болезнь
255,болезнь ауески
256,болезнь глаз
257,болезнь дыхательной системы
258,болезнь зерновых
259,болезнь кожных покровов
260,болезнь крс
261,болезнь кукурузы
262,болезнь кур
263,болезнь лимфатической системы
264,болезнь лошадей
265,болезнь молодняка
266,болезнь молочной железы
267,болезнь мортелларо
268,болезнь мочеполовой системы
269,болезнь мрс
270,болезнь неонатального периода
271,болезнь нервной системы
272,болезнь ньюкасла
273,болезнь обмена веществ
274,болезнь органов зрения
275,болезнь печени
276,болезнь пищеварительной системы
277,болезнь плодов
278,болезнь покровов тела
279,болезнь поросят
280,болезнь птицы
281,болезнь растений
282,болезнь свеклы
283,болезнь свиней
284,болезнь системы крови
285,болезнь сои
286,болезнь хранения
287,болезнь цнс
288,оборона
289,боронование
290,борьба с голубями
291,борьба с грызунами
292,ботва
293,боярыня
294,брабансон
295,браман
296,браслеты
297,бройлер
298,бронхит
299,булгун
300,бунчук
301,бурая листовая ржавчина
302,бурская
303,бык
304,бык-производитель
305,былина дона
306,вайбранс
307,вакула
308,вакцина
309,вакцинация
310,вакцинация телят
311,валкование
312,ваня
313,васса
314,вебинар
315,вегетационный индекс
316,ведро с соской
317,везелка
318,велена
319,вентиляция
320,вероника полевая
321,вертикальная
322,верхово-упряжные
323,верховые
324,вершина
325,вестница
326,ветер
327,ветеринария
328,ветеринарные препараты
329,веха
330,вид
331,видео
332,видео болезнь
333,видео вредитель
334,видео овцы
335,видея
336,виза
337,вика
338,виктория 11
339,виктория 95
340,виноград
341,виноградарство
342,виноградник
343,винцит форте
344,вирус
345,вирусная инфекция
346,вита
347,витамин а
348,витамин д
349,витамин е
350,витамин к
351,витаминная добавка
352,витамины
353,вишня
354,вл 77
355,влагалище
356,владимирская
357,влажность зерна
358,влажность кормов
359,влажность почвы
360,влажность семян
361,влажные корма
362,внекорневая
363,внекорневая подкормка
364,внекорневое
365,внесение
366,внесение удобрений
367,внутристеблевые мухи
368,вода для коров
369,водная эмульсия
370,водобоязнь
371,водопотребление
372,возбудитель
373,вологодский тип
374,вольница
375,вольный дон
376,воробейник
377,ворошилка
378,восковая спелость
379,восковой налет
380,воспаление вымени
381,воспроизводство
382,воспроизводство коз
383,воспроизводство свиней
384,восторг
385,восточно-фризская
386,вредитель
387,вредитель зерновых культур
388,вредитель картофеля
389,вредитель кукурузы
390,вредитель рапса
391,вредная черепашка
392,вспашка
393,всходы
394,вуксал
395,выбраковка коров
396,выводной шкаф
397,выгульное
398,выездка
399,выкопка
400,вымерзание
401,вымя
402,вынос
403,вынос элементов питания
404,выпахивание
405,выпревание растений
406,выращивание картофеля
407,выращивание козлят
408,выращивание ремонтного молодняка
409,высокопродуктивные
410,выставка
411,выход туши
412,выщелоченный
413,выявление охоты
414,вьюга
415,вьюнковые
416,вьюнок
417,вьюнок полевой
418,галлицы
419,галловейская
420,галоксифоп-р-метил
421,гельминтоз
422,гельминтоспориоз
423,гельминты
424,гемпшир
425,генетика
426,гербицид
427,гербицидная обработка
428,гербициды
429,герда
430,герефордская
431,германия
432,герметизация кормов
433,гернсийская
434,герос
435,гессенская муха
436,гетерозис
437,гиббереллин
438,гибеллиноз
439,гибрид
440,гигиена
441,гидрофобия
442,гиповитаминоз
443,гипокальциемия
444,глифосат
445,глобулины
446,глубина посева
447,глубокорыхлитель
448,глюфосинат аммония
449,гниль
450,гнойно-катаральный мастит
451,говядина
452,голландия
453,голодная тонина
454,голодная ямка
455,голубомордый лейстер
456,голштинская
457,голштинская порода
458,гомер
459,горец
460,горец вьюнковый
461,гормональная стимуляция
462,горно-алтайская
463,горох
464,горчак ползучий
465,горчица
466,горькая ямчатость
467,грабли
468,градация
469,градация почв
470,граминицид
471,гранстармега
472,гранулемы
473,гранулированная пивная дробина
474,граф
475,грация
476,грецкий орех
477,гречиха
478,грибные заболевания
479,грозненская
480,гром
481,грубошерстные
482,грубые корма
483,группировка скота
484,групповой бокс
485,групповые станки
486,груша
487,грыжа
488,грызуны
489,губернатор дона
490,гуматы
491,гумус
492,гурт
493,гусеницы
494,двенадцатиперстная кишка
495,двудольные сорняки
496,двудольный
497,двулетние
498,девонская
499,дегельминтизация
500,дезинсекция
501,дезинфекция
502,деларо
503,дельфин
504,день поля
505,день экологического образования
506,дерби 175
507,дерново-подзолистые
508,десикант
509,десикация
510,дескурайния софии
511,деспина
512,деструктор
513,дефицит меди
514,дженерик
515,джерсейская
516,диагностика
517,диаммофос
518,диарея
519,диарея телят
520,дизентерия
521,дикамба
522,дикват
523,дикотицид
524,дипы
525,дискатор
526,дискование
527,дисковая борона
528,дисковые сошники
529,дистрофия печени
530,дифеноконазол
531,дкс 3730
532,дкс 4178
533,дкс 4541
534,дкс 5075
535,дкс 5190
536,длиннотощехвостые
537,длинноухая белая
538,для получения мяса
539,дмитрий
540,доброкачественность
541,доение
542,доение видео
543,доение коз
544,доение овец
545,доза
546,доильная установка
547,доильное оборудование
548,доильный аппарат
549,доильный зал
550,доильный зал елочка
551,доильный зал карусель
552,доильный зал параллель
553,доильный стакан
554,дойные козы
555,дол-агро
556,долина лефкадия
557,домики из дерева
558,домики из пластика
559,дон 105
560,дон 93
561,дон 95
562,донмира
563,донник
564,донская безостая
565,донская степь
566,донской маяк
567,донской сюрприз
568,донской тип
569,донщина
570,дорсет
571,доярка
572,древесная меласса
573,дурнишник обыкновенный
574,дыхательная система
575,дюрок
576,еврохим
577,ежевика
578,еланская
579,еланчик
580,ермак
581,ес агора
582,ес белла
583,ес генезис
584,ес изида
585,ес командор
586,ес новамис сл
587,ес петуниа
588,ес савана
589,ес сирриус
590,ес фарадей
591,ес янис
592,есаул
593,естественное осеменение
594,жаворонок
595,жатка
596,жвачка
597,железо животноводство
598,желтая пятнистость
599,желтая ржавчина
600,желтое тело
601,жемайчу
602,жесткость
603,жесткость воды
604,животноводство
605,жидкие комплексные удобрения
606,жидкие удобрения
607,жидкий аммиак
608,жизнеспособность семян
609,жир
610,жирномолочность
611,жировая дистрофия печени
612,жиры
613,жкт
614,жмудская
615,жмых
616,жмых кунжутный
617,жом
618,жук
619,жёлтая ржавчина
620,зааненская
621,забайкальская порода овец
622,завод
623,заводская линия
624,загар
625,заготовка корма
626,заготовка сенажа
627,задержание последа
628,закрытые танки
629,залежные земли
630,заморозки
631,записки
632,записки животновода
633,запуск коров
634,зара
635,заразиха
636,заразная болезнь
637,зарубежный опыт
638,зарубежный скот
639,засоленность воды
640,защита винограда
641,защита вишни
642,защита окружающей среды
643,защита растений
644,защита сада
645,защита черешни
646,защита яблони
647,защищенный белок
648,здоровье конечностей
649,здрава
650,зебу
651,зеленая масса
652,зеленая масса ржи
653,зеленые корма
654,зеленый конус
655,зеленый корм
656,земляной шмель
657,зерно
658,зерно бобовых
659,зерно злаковых
660,зерно риса
661,зернобобовые
662,зерновые
663,зерновые корма
664,зерновые культуры
665,зерноградка 11
666,зерноградка 9
667,зерносмесь
668,зерносушилка
669,зерноток
670,зимний зерновой клещ
671,зимница
672,зимующий
673,зимующий однолетник
674,злаки
675,злаковая тля
676,злаковые
677,злаковые корма
678,злаковые мухи
679,золотистый стафилококк
680,зооантропоноз
681,зоогигиена
682,зоотехнический анализ кормов
683,зск
684,зубовая борона
685,зцм
686,иарс
687,идиосинкразия
688,иерархия коров
689,извращенный аппетит
690,изменение технологии выращивания
691,измерение ph в моче
692,илиада
693,имазамокс
694,имидаклоприд
695,иммунизация
696,иммунитет
697,иммунологическая кастрация
698,иммуносыворотка
699,импакт эксклюзив
700,инбредная депрессия
701,инвазии
702,инвестиции
703,индейка
704,индексы телосложения
705,индивидуальные домики
706,инкрустация
707,инкубатор
708,инкубационное яйцо
709,инкубация
710,инокулянт
711,инпут
712,инсектицид
713,инсектицидный протравитель
714,инсектициды
715,интервью
716,интересные факты
717,инфантилизм
718,инфекционная болезнь
719,инфекционный артрит-энцефалит
720,инфекционный процесс
721,инфекция
722,инфографика
723,инфографика животноводство
724,инъекции
725,ипподром
726,ипродион
727,ирбис
728,ирень
729,иридас
730,ирменский тип
731,искусственное осеменение
732,искусственное осеменение коз
733,исмена
734,испания
735,история
736,истощение
737,истощение сорняков
738,итальянский прус
739,ифа
740,йод животноводство
741,йоркшир
742,к742
743,кавалерка
744,кавказская порода овец
745,кадры
746,казахская белоголовая
747,как выбрать
748,калиевая селитра
749,калий
750,калий хлористый
751,калийная соль глифосата
752,калийные удобрения
753,калимагнезия
754,калифорнийские черви
755,калифорнийский тест
756,калым
757,калькуляция себестоимости
758,кальциевая селитра
759,кальций
760,камнеподборщик
761,канатник теофраста
762,капельный полив
763,капризуля
764,капустная моль
765,капустный сорняк
766,караван
767,каракульская
768,карантин
769,карачаевская
770,карбамид
771,карбамид кормовой
772,карбендазим
773,карбонатные
774,каргалинский тип
775,карликовая головня
776,карликовая ржавчина
777,карликовые козы
778,керотин
779,картофель
780,картофельный союз
781,карты животновод
782,кас
783,кас 32
784,кастрация поросят
785,кастрация телят
786,катион
787,катки
788,катрос
789,катумская
790,качество
791,качество воды
792,качество зерна
793,качество кормов
794,качество молока.
795,качество резины
796,качество свинины
797,качество семян
798,качество шерсти
799,квс рус
800,кемеровская
801,кетоз
802,кетозы
803,кетоновые тела
804,кзс
805,кианская
806,кировец
807,кислая среда
808,кислотность молока
809,кислотность почвы
810,кислотность рубца
811,кислые соли
812,кисты
813,кишечник
814,кк
815,классическая чума свиней
816,классический подсолнечник
817,клеарфилд
818,клевер
819,клевер александрийский
820,клевер египетский
821,клей для рапса
822,клейковина
823,клетодим
824,клещ
825,клинический мастит
826,клоп
827,клопиралид
828,клостридии
829,клотианидин
830,клубеньковые бактерии
831,кобальт животноводство
832,козлята
833,козоводство
834,козы
835,колимаститы
836,коллекторы для доильных аппаратов
837,комбаин
838,комбайн
839,комбикорм
840,комбинированное содержание
841,комбинированные сошники
842,компактор
843,комплексные аммофос
844,компостирование
845,кондиция
846,коневодство
847,конкурс
848,конный спорт
849,конопля
850,консервация силоса
851,контактно-кишечный
852,контактный
853,контроль воспроизводства
854,контроль качества
855,контроль кормления
856,контроль содержания
857,концентраты
858,концентрированные корма
859,коптер
860,копулировка
861,копыта
862,копытные ванны
863,копытце
864,корм
865,корм с водой
866,корма животного происхождения
867,кормление
868,кормление видео
869,кормление коз
870,кормление овец
871,кормление свиней
872,кормление телят
873,кормление ягнят
874,кормовая добавка
875,кормовое средство
876,кормовой стол
877,кормовые добавки
878,кормовые дрожжи
879,кормозаготовительная техника
880,кормозаготовка
881,кормопроизводство
882,кормораздатчик
883,кормосмеситель
884,корневая гниль
885,корнеед
886,корнеклубнеплоды
887,корнеотпрысковые
888,корова
889,корова сосет молоко
890,коровник
891,коровы
892,корона
893,короткожирнохвостые
894,короткоухая белая
895,косилка
896,костер
897,косточковые
898,костромская
899,кохейлан
900,коэффициент переваримости
901,краса дона
902,красная датская
903,красная степная
904,красноярская порода овец
905,красноярский тип
906,кратность доения
907,крахмал
908,кровеносные сосуды
909,кровь
910,кровяная мука
911,кролики
912,кролиководство
913,крупинка
914,круча
915,кубанский тип
916,кукуруза
917,кукуруза бондюэль
918,кукуруза на зерно
919,кукуруза на силос
920,кукурузный силос
921,кулундинский тип
922,культиватор
923,культиваторная лапа
924,культивация
925,купирование хвостов
926,курдючная порода
927,курень
928,куриное просо
929,куры
930,лакон
931,лактация
932,лактация коз
933,ламанча
934,ламинит
935,ландрас
936,лебедь
937,легкий доильный стакан
938,лежанка
939,лейкоз крс
940,лекарственные средства
941,лен
942,лен масличный
943,летний период
944,лечение
945,ликвилайзер
946,ликомера
947,лимузинская
948,линейка агронома
949,линия
950,липецкая звезда
951,липкость
952,листериоз
953,листовертка
954,листовые подкормки
955,литовская тяжелоупряжная
956,ловушка для мух
957,ложная мучнистая роса
958,лошади
959,луг
960,луговой мотылек
961,луна транквилити
962,лущение
963,лущильник
964,льговская 4
965,люпин
966,лютик
967,люцерна
968,люцерна на корм
969,люцерна на семена
970,лямбда-цигалотрин
971,маврик
972,магазин direct.farm
973,магний
974,мак
975,макроэлементы
976,малина
977,мальцев
978,мангалица
979,марганец животноводство
980,маргрет
981,маркиз
982,марь белая
983,масляная кислота
984,мастит
985,матка
986,машинное доение
987,меди-висна
988,медицина
989,медный купорос
990,медь животноводство
991,межмышечный абсцесс
992,мезоэлементы
993,меласса
994,меринос
995,местная анестезия
996,местные горные
997,местные лесные
998,местные породы
999,местные степные
1000,метан
1001,метеостанции
1002,метеостанция
1003,метконазол
1004,метрит
1005,метсульфурон-метил
1006,мечение
1007,микроволновая печь
1008,микроклимат
1009,микроклимат в свинарнике
1010,микроклимат для ягнят
1011,микроорганизмы
1012,микроудобрения
1013,микрофлора
1014,микрофлора рубца
1015,микроэлементы
1016,микроэлементы животноводство
1017,микроэлементы овцы
1018,миксер
1019,миксоматоз
1020,микстура
1021,милдью
1022,мина
1023,минералы
1024,минеральное питание
1025,минеральное удобрение
1026,минеральные
1027,минеральные удобрения
1028,минимальная обработка почвы
1029,министерство сельского хозяйства
1030,минитилл
1031,минсельхоз
1032,минэкономразвития
1033,многолетнее корневищное
1034,многолетние
1035,многолетние корневищные
1036,многолетние корнеотпрысковые
1037,многолетние сорняки
1038,многолетние травы
1039,многоплодие маток
1040,многоядные вредители
1041,многоядный
1042,многоядный вредитель
1043,мокрецы
1044,молибден
1045,молибден животноводство
1046,молодняк коз
1047,молозивный период
1048,молозиво
1049,молоко
1050,молоко коз
1051,молочай
1052,молочай лозный
1053,молочная железа
1054,молочная лихорадка
1055,молочная порода коз
1056,молочная порода коров
1057,молочная порода овец
1058,молочная продуктивность
1059,молочная спелость
1060,молочнаяспелость
1061,молочно-мясная порода коз
1062,молочно-мясная порода овец
1063,молочное скотоводство
1064,молочные козы
1065,молочные овцы
1066,молочный белок
1067,молочный период козлят
1068,моль
1069,монбельярдская
1070,мониторинг
1071,моноинфекция
1072,морковь
1073,московская 39
1074,московская 40
1075,московская 56
1076,мотыга
1077,моцион
1078,моцион коз
1079,мочевина
1080,мука мясо-костная
1081,мульчирование
1082,мухи
1083,мучнистая роса
1084,мучнистый распад
1085,мцпа
1086,мышь полевая
1087,мягкая пшеница
1088,мякина
1089,мясная порода
1090,мясная порода коз
1091,мясная порода коров
1092,мясная порода овец
1093,мясная порода свиней
1094,мясная продуктивность
1095,мясное птицеводство
1096,мясо птицы
1097,мясо-молочная порода
1098,мясо-молочно-шерстная порода овец
1099,мясо-сальная порода овец
1100,мясо-сальная порода свиней
1101,мясо-шерстная порода коз
1102,мясо-шерстная порода овец
1103,на полу
1104,на силос
1105,навеска
1106,навигация
1107,навоз
1108,надой
1109,накладки для копыт
1110,напольное содержание
1111,наркоз
1112,настройка
1113,натриевая селитра
1114,натрий
1115,ндви
1116,ндк
1117,незаразная болезнь
1118,неинфекционная болезнь
1119,некорневая подкормка
1120,некроз
1121,нематоды
1122,немецкая вислоухая
1123,немчиновская 57
1124,неоникотиноиды
1125,неотения
1126,неправильное доение
1127,нера пармезан
1128,несовместимость
1129,несушка
1130,нетели
1131,нигерийская карликовая
1132,нидерланды
1133,нитрат калия
1134,нитрат кальция
1135,нитратный азот
1136,нитрификация
1137,нитроаммофос
1138,нитроаммофоска
1139,нитрофосфат
1140,нитрофураны
1141,нк неома
1142,новосибирская 29
1143,новосибирская 31
1144,новости
1145,новости животноводство
1146,новотельные
1147,новотельные коровы
1148,норма высева
1149,норма расхода
1150,норма скармливания
1151,норма удобрений
1152,нормандская
1153,ноу тилл
1154,нубийская
1155,нулевая технология
1156,нулеваятехнология
1157,нут
1158,обезроживание
1159,обезроживание козлят
1160,оберхазли
1161,обжигание вымени
1162,обзор
1163,ободочная кишка
1164,оборудование
1165,оборудование для переработки и хранения зерна
1166,обособление бутонов
1167,обработка
1168,обработка вымени
1169,обработка почвы
1170,обработка семян
1171,обрак
1172,обрезка
1173,обрезка винограда
1174,обрезка копыт
1175,обская озимая
1176,общая профилактика инфекций
1177,объемистые корма
1178,овес
1179,овечье молоко
1180,овощеводство
1181,овощи
1182,овс
1183,овсюг
1184,овсяная нематода
1185,овуляция
1186,овцеводство
1187,овцематка
1188,овцы
1189,овёс
1190,ограждение кормового стола
1191,одари
1192,одесская 200
1193,однодольные
1194,однодольные сорняки
1195,однодольный
1196,однолетние
1197,однолетний
1198,ожирение печени
1199,озимая
1200,озимая пшеница
1201,озимая рожь
1202,озимая твердая пшеница
1203,озимая тритикале
1204,озимые
1205,озимые зерновые
